t_s,l_shoulder_pitch_rad,l_shoulder_roll_rad,l_shoulder_yaw_rad,l_elbow_rad,r_shoulder_pitch_rad,r_shoulder_roll_rad,r_shoulder_yaw_rad,r_elbow_rad
5.11999,0.521258,-0.0241329,-1.14707,0.739735,-0.541645,-0.015911,0.895495,-0.787911
5.14001,0.521258,-0.0241435,-1.14707,0.739636,-0.54163,-0.0152939,0.895528,-0.784078
5.16,0.521237,-0.0241329,-1.14707,0.73957,-0.54163,-0.0150029,0.895535,-0.780425
5.17999,0.521202,-0.0241293,-1.14706,0.739138,-0.54164,-0.0149644,0.895535,-0.77448
5.2,0.521077,-0.0241111,-1.14706,0.738117,-0.541818,-0.0148921,0.895532,-0.766944
5.22,0.521077,-0.0241111,-1.14707,0.73706,-0.541832,-0.0146769,0.895461,-0.761391
5.23999,0.521082,-0.0241581,-1.14708,0.73478,-0.541832,-0.0144256,0.895461,-0.754585
5.25999,0.521082,-0.0241581,-1.14709,0.73195,-0.541808,-0.0142074,0.895532,-0.748212
5.27999,0.520828,-0.0241207,-1.14709,0.729481,-0.541808,-0.0142074,0.895543,-0.742396
5.3,0.520724,-0.0241128,-1.14708,0.725751,-0.541771,-0.0142354,0.89556,-0.734828
5.31999,0.520674,-0.0241128,-1.14708,0.720037,-0.541771,-0.0142374,0.89556,-0.728365
5.34,0.520674,-0.0241128,-1.14708,0.712427,-0.541771,-0.0142354,0.895534,-0.721367
5.36,0.520659,-0.0241198,-1.14707,0.704944,-0.541684,-0.0141594,0.895237,-0.712546
5.37999,0.520659,-0.0241229,-1.14707,0.696138,-0.541717,-0.0139509,0.895211,-0.70366
5.39998,0.520682,-0.024125,-1.14713,0.686529,-0.541684,-0.0139509,0.895211,-0.69435
5.41999,0.520788,-0.024125,-1.14714,0.674693,-0.541666,-0.0139639,0.895211,-0.685988
5.43999,0.520803,-0.0241527,-1.14714,0.662551,-0.541612,-0.0139639,0.895181,-0.676049
5.45999,0.520792,-0.024116,-1.14711,0.649505,-0.541347,-0.0139238,0.895055,-0.665911
5.47999,0.520798,-0.0241152,-1.1471,0.635512,-0.540434,-0.013878,0.895038,-0.654674
5.49999,0.520798,-0.0241152,-1.1471,0.621555,-0.539573,-0.0138335,0.895038,-0.642289
5.52,0.520801,-0.0241459,-1.1471,0.607421,-0.538271,-0.0132552,0.894789,-0.629606
5.54,0.520812,-0.0241528,-1.1471,0.594452,-0.537504,-0.0116541,0.894339,-0.616365
5.56,0.520812,-0.0241528,-1.14709,0.581876,-0.536277,-0.00949645,0.894136,-0.601747
5.58,0.520683,-0.0240852,-1.14711,0.570137,-0.534799,-0.00701459,0.89361,-0.58653
5.59999,0.520552,-0.0240852,-1.14715,0.559375,-0.533057,-0.00413474,0.8914,-0.570057
5.61999,0.520102,-0.0241333,-1.14718,0.548354,-0.531282,-0.0012519,0.889166,-0.553253
5.63999,0.519489,-0.0241397,-1.1472,0.536446,-0.529349,0.00228123,0.889076,-0.536919
5.65999,0.518563,-0.0241397,-1.1472,0.523627,-0.526727,0.00551492,0.889023,-0.521041
5.67999,0.516588,-0.0241379,-1.1472,0.511551,-0.52295,0.00854846,0.889023,-0.506503
5.7,0.513548,-0.0241336,-1.14721,0.501281,-0.518151,0.0115075,0.889069,-0.493651
5.72,0.50898,-0.0241379,-1.14721,0.493165,-0.512202,0.0145412,0.889101,-0.481366
5.74,0.503953,-0.0241463,-1.14723,0.483842,-0.504373,0.016764,0.889101,-0.468784
5.76,0.498119,-0.0241463,-1.14723,0.473825,-0.495433,0.01929,0.889101,-0.457436
5.77999,0.491051,-0.0241033,-1.14722,0.463693,-0.486209,0.0202459,0.888992,-0.44669
5.8,0.483019,-0.0241033,-1.14721,0.453151,-0.476801,0.0211541,0.888606,-0.438472
5.81998,0.473435,-0.0241117,-1.1472,0.443255,-0.466229,0.0211541,0.888075,-0.432043
5.84,0.463087,-0.0241267,-1.1472,0.434067,-0.455162,0.0211541,0.887475,-0.429075
5.86,0.451695,-0.0241267,-1.14718,0.426031,-0.443509,0.0212247,0.886873,-0.424885
5.87997,0.440027,-0.0241267,-1.14717,0.418966,-0.431313,0.0212247,0.883334,-0.418768
5.89999,0.428169,-0.024125,-1.14717,0.413337,-0.418826,0.0212247,0.876546,-0.411543
5.91999,0.414405,-0.02415,-1.14718,0.409785,-0.406225,0.0212585,0.868174,-0.40199
5.94,0.400855,-0.0241185,-1.14718,0.406135,-0.393795,0.0212585,0.858102,-0.391886
5.96,0.386965,-0.024135,-1.14718,0.403172,-0.382075,0.021259,0.846989,-0.379433
5.98,0.373776,-0.024135,-1.14719,0.399394,-0.370789,0.0214369,0.83491,-0.364671
5.99999,0.359448,-0.0241735,-1.14719,0.395995,-0.360111,0.021501,0.822928,-0.347368
6.01999,0.344893,-0.0241735,-1.14719,0.393409,-0.350154,0.0216214,0.811548,-0.327983
6.04,0.330777,-0.0241706,-1.14717,0.389388,-0.341434,0.0221412,0.801129,-0.308365
6.05999,0.317492,-0.0241152,-1.14716,0.383716,-0.333163,0.022536,0.791075,-0.287133
6.08,0.303476,-0.0241152,-1.14716,0.378179,-0.325992,0.0239518,0.78014,-0.265589
6.1,0.290019,-0.0241475,-1.14715,0.37177,-0.319755,0.0257442,0.769162,-0.243179
6.11999,0.27774,-0.0241475,-1.14714,0.362463,-0.314058,0.0280618,0.758702,-0.220279
6.14,0.265733,-0.0241575,-1.14714,0.35148,-0.309102,0.031294,0.748941,-0.197744
6.16,0.254254,-0.0241575,-1.14712,0.339187,-0.304972,0.0347967,0.740833,-0.174202
6.18,0.243293,-0.0241656,-1.14712,0.326162,-0.301544,0.0394081,0.734592,-0.148457
6.19999,0.233569,-0.0241798,-1.14696,0.311808,-0.298611,0.0444544,0.729702,-0.121862
6.22,0.224831,-0.0241656,-1.14695,0.295367,-0.295683,0.0499677,0.727402,-0.0958843
6.24,0.217373,-0.0241248,-1.14695,0.278224,-0.292072,0.0553616,0.727244,-0.0706373
6.25999,0.211007,-0.0241248,-1.14694,0.260608,-0.288328,0.0602191,0.727155,-0.0455773
6.28,0.205169,-0.0241486,-1.14683,0.241821,-0.284676,0.0656467,0.727109,-0.0192532
6.29999,0.199747,-0.0241588,-1.14532,0.222374,-0.281169,0.071156,0.727155,0.00666604
6.31999,0.194481,-0.0241662,-1.14229,0.202822,-0.277393,0.0747823,0.727152,0.0292741
6.34,0.189965,-0.0241662,-1.13552,0.183846,-0.273783,0.077952,0.727152,0.0481885
6.35999,0.186759,-0.0241649,-1.126,0.164521,-0.270147,0.0800743,0.727078,0.0664977
6.38001,0.183939,-0.0241649,-1.11506,0.144649,-0.265946,0.0831138,0.726734,0.0877795
6.4,0.181112,-0.0241857,-1.10248,0.125027,-0.260384,0.0866695,0.726728,0.108689
6.41999,0.178771,-0.0241857,-1.08784,0.107258,-0.254371,0.0890065,0.726728,0.12689
6.44,0.177039,-0.0241744,-1.07125,0.0907207,-0.247743,0.0905464,0.726766,0.145101
6.45999,0.17659,-0.0241695,-1.05354,0.0738157,-0.23972,0.0917485,0.726856,0.161958
6.48,0.17659,-0.0241695,-1.035,0.0563238,-0.231083,0.0923239,0.727098,0.176108
6.49999,0.176557,-0.0241695,-1.01567,0.038991,-0.222161,0.0930887,0.727383,0.18515
6.51999,0.176551,-0.0241504,-0.99444,0.0222641,-0.213482,0.0932904,0.727387,0.190716
6.54,0.176484,-0.0241458,-0.970724,0.00531448,-0.204518,0.093358,0.727387,0.191278
6.56,0.175019,-0.0241438,-0.946796,-0.00974383,-0.193742,0.0933831,0.727262,0.191348
6.57998,0.173126,-0.0241438,-0.923069,-0.0238317,-0.182242,0.0949623,0.727262,0.191348
6.6,0.170773,-0.0241615,-0.900366,-0.0343918,-0.172082,0.0972103,0.727295,0.19114
6.61999,0.167581,-0.0241615,-0.878032,-0.0415025,-0.16488,0.0995928,0.727295,0.190804
6.63999,0.162973,-0.0241615,-0.856399,-0.0448908,-0.160895,0.101265,0.72728,0.190804
6.65999,0.157827,-0.0241721,-0.836781,-0.0462185,-0.157971,0.103015,0.727271,0.190819
6.68,0.152386,-0.0241721,-0.819464,-0.0486399,-0.154935,0.103788,0.727243,0.190845
6.70001,0.14553,-0.0241878,-0.803444,-0.0496745,-0.152059,0.103788,0.727243,0.190879
6.72,0.137548,-0.0241867,-0.788648,-0.0496745,-0.150895,0.1033,0.727259,0.19085
6.73999,0.130261,-0.0241878,-0.776175,-0.0496356,-0.150895,0.102929,0.727292,0.19085
6.76,0.124289,-0.0242087,-0.767129,-0.0496075,-0.151856,0.102802,0.727292,0.190802
6.77998,0.119379,-0.0242087,-0.761113,-0.0496075,-0.152388,0.102769,0.727313,0.19078
6.8,0.115228,-0.0241877,-0.76077,-0.0496286,-0.15241,0.101951,0.727313,0.190738
6.82,0.112662,-0.0241877,-0.760761,-0.0496286,-0.15241,0.10176,0.727255,0.19073
6.84,0.110456,-0.0241218,-0.760761,-0.0496171,-0.153002,0.10176,0.727249,0.190388
6.85999,0.109101,-0.0241562,-0.760761,-0.0496076,-0.154617,0.102084,0.727184,0.189548
6.87999,0.109053,-0.0241562,-0.760789,-0.0495948,-0.154962,0.102084,0.727072,0.189278
6.9,0.109053,-0.0241633,-0.760789,-0.0494187,-0.154962,0.101663,0.726834,0.189163
6.92,0.109403,-0.0241633,-0.760856,-0.0494039,-0.154909,0.101663,0.726125,0.18916
6.93999,0.109455,-0.0241622,-0.760856,-0.049402,-0.154684,0.102315,0.724822,0.18916
6.95999,0.110135,-0.0241474,-0.760885,-0.0491331,-0.15455,0.103076,0.721954,0.189165
6.98,0.11126,-0.0241457,-0.760917,-0.0490753,-0.153112,0.103176,0.714376,0.189288
6.99999,0.112215,-0.0241281,-0.761036,-0.0490753,-0.152066,0.103176,0.702891,0.189289
7.01999,0.112215,-0.0241338,-0.761114,-0.0490914,-0.150771,0.103155,0.687371,0.189353
7.03999,0.111689,-0.0241145,-0.761135,-0.0493439,-0.150137,0.103139,0.667998,0.189368
7.06,0.1101,-0.0241284,-0.761136,-0.0494022,-0.150137,0.103155,0.645159,0.189368
7.08,0.109073,-0.0240964,-0.761258,-0.0494022,-0.150192,0.10314,0.619357,0.189324
7.10001,0.108634,-0.0241284,-0.761258,-0.0494022,-0.150365,0.10314,0.591746,0.189286
7.12,0.107885,-0.0241836,-0.761033,-0.0496354,-0.150365,0.102815,0.563887,0.189286
7.14,0.104528,-0.0243063,-0.760581,-0.0497712,-0.150359,0.102743,0.535978,0.189289
7.15999,0.0974267,-0.0243148,-0.759688,-0.0497712,-0.150356,0.102683,0.508118,0.189299
7.18001,0.0896543,-0.0243063,-0.758177,-0.0497251,-0.150299,0.102683,0.481006,0.189397
7.20002,0.0830156,-0.0243174,-0.754475,-0.0496685,-0.149994,0.102683,0.455145,0.189401
7.22001,0.0781928,-0.0243395,-0.745259,-0.0496685,-0.149414,0.102722,0.43061,0.189475
7.24,0.0735054,-0.0243932,-0.730449,-0.0496779,-0.148744,0.103421,0.407468,0.189475
7.26001,0.0699389,-0.0243932,-0.709238,-0.0497001,-0.147597,0.103965,0.386783,0.189421
7.28001,0.0672042,-0.0243932,-0.683249,-0.0497474,-0.146522,0.104129,0.369905,0.189403
7.3,0.0653243,-0.0244053,-0.654418,-0.0497437,-0.143944,0.104203,0.355495,0.189393
7.32001,0.063859,-0.0244094,-0.624157,-0.0497437,-0.139915,0.104341,0.342062,0.189305
7.34,0.0623198,-0.0244094,-0.593945,-0.0497271,-0.135609,0.104796,0.329696,0.189305
7.36,0.0607453,-0.024382,-0.565382,-0.0496809,-0.130937,0.105133,0.317807,0.189367
7.38,0.0583684,-0.024382,-0.5401,-0.0497071,-0.124934,0.105341,0.304611,0.189367
7.4,0.0563345,-0.0243836,-0.51866,-0.0497071,-0.118217,0.105715,0.290697,0.188737
7.42,0.0537045,-0.0244154,-0.501451,-0.0497071,-0.113338,0.106567,0.277238,0.188718
7.44,0.0505832,-0.0243836,-0.487666,-0.0497182,-0.108459,0.107213,0.264948,0.188737
7.46,0.047682,-0.0243864,-0.476276,-0.0496962,-0.104056,0.107694,0.253844,0.188744
7.48,0.0444374,-0.0243864,-0.466306,-0.0496076,-0.10034,0.107694,0.242838,0.188754
7.5,0.0415401,-0.0252913,-0.45777,-0.0495278,-0.0965245,0.107542,0.230741,0.18876
7.52,0.0391588,-0.0254479,-0.448758,-0.0495278,-0.0934719,0.107316,0.218216,0.18876
7.54,0.0370658,-0.0254887,-0.440499,-0.0495217,-0.0908462,0.107316,0.206313,0.188793
7.56,0.0353872,-0.0254887,-0.431984,-0.0495242,-0.0875954,0.107364,0.195835,0.188793
7.58,0.0335898,-0.0254672,-0.425936,-0.0495217,-0.083461,0.107394,0.186231,0.188728
7.6,0.0316964,-0.0254672,-0.423169,-0.0495051,-0.0804824,0.107394,0.178339,0.188728
7.62001,0.0296625,-0.0254844,-0.419652,-0.0494614,-0.077359,0.107387,0.171537,0.188796
7.64,0.0275651,-0.0254844,-0.41607,-0.0494614,-0.0750731,0.10735,0.166377,0.188796
7.66,0.0250359,-0.0254844,-0.414306,-0.0494833,-0.0718948,0.10735,0.161752,0.188791
7.67999,0.0218803,-0.0255098,-0.413654,-0.0495204,-0.0689018,0.107417,0.159232,0.18878
7.70001,0.0185192,-0.0255333,-0.413638,-0.0494833,-0.0664624,0.107417,0.158644,0.188769
7.72,0.0147698,-0.0258999,-0.413637,-0.0495204,-0.0640983,0.107371,0.158605,0.188769
7.74001,0.0108767,-0.0261698,-0.413637,-0.0494698,-0.062254,0.107371,0.158547,0.188792
7.76,0.00683584,-0.0265126,-0.413645,-0.0494698,-0.0610199,0.107426,0.158079,0.188792
7.78,0.00274229,-0.0271354,-0.413645,-0.0493999,-0.0593727,0.107496,0.155788,0.188768
7.79999,-0.000851404,-0.0283126,-0.413655,-0.0493999,-0.0589735,0.107607,0.15398,0.188768
7.82001,-0.00386495,-0.0303805,-0.413644,-0.0494455,-0.0586672,0.107607,0.152278,0.188762
7.83999,-0.0073367,-0.0321841,-0.413553,-0.0494455,-0.0581037,0.10756,0.148124,0.188772
7.86,-0.0101268,-0.0351949,-0.413453,-0.0493478,-0.0569786,0.107535,0.143748,0.188772
7.88001,-0.0129699,-0.0387909,-0.412917,-0.0493478,-0.0563939,0.107436,0.139212,0.188772
7.90001,-0.0153687,-0.0437405,-0.411782,-0.0493422,-0.0550396,0.10733,0.134561,0.188771
7.92001,-0.0176573,-0.0492566,-0.409977,-0.0493922,-0.0532386,0.107224,0.129771,0.188771
7.93999,-0.0195678,-0.0555384,-0.40728,-0.0493922,-0.0503632,0.107224,0.12602,0.188781
7.96001,-0.0202844,-0.0611977,-0.402104,-0.0493958,-0.0470316,0.107264,0.121724,0.188782
7.98001,-0.0214605,-0.0662897,-0.396562,-0.0493958,-0.0469798,0.107292,0.116459,0.188785
8,-0.0225319,-0.0706369,-0.394044,-0.0493961,-0.0470316,0.107347,0.111165,0.188804
8.01999,-0.0240714,-0.0712233,-0.39366,-0.0494022,-0.0470893,0.1073,0.106073,0.188785
8.03999,-0.0249043,-0.0712261,-0.39366,-0.0494035,-0.0470909,0.1073,0.101064,0.18878
8.05999,-0.0257584,-0.0712233,-0.393686,-0.0495378,-0.0471402,0.107147,0.0984236,0.18878
8.08,-0.0271088,-0.0712228,-0.393707,-0.049564,-0.0471402,0.10665,0.0980974,0.188854
8.10001,-0.0282395,-0.0712228,-0.393707,-0.0495671,-0.0471076,0.106022,0.0980647,0.188857
8.12,-0.0300203,-0.0712228,-0.393705,-0.0495671,-0.0471076,0.10465,0.0980647,0.188891
8.14002,-0.0325517,-0.0712044,-0.393705,-0.0495671,-0.0471337,0.103568,0.0980647,0.188891
8.16001,-0.0339671,-0.0711927,-0.393705,-0.049711,-0.0471337,0.101681,0.0980659,0.188815
8.17999,-0.0341234,-0.0712044,-0.393719,-0.049711,-0.0471635,0.100242,0.0980516,0.188815
8.2,-0.0341234,-0.0711929,-0.393688,-0.0496904,-0.0471076,0.0994929,0.0979985,0.188815
8.21999,-0.0341372,-0.0711929,-0.393672,-0.0496904,-0.0471276,0.0991842,0.0979985,0.188849
8.24,-0.0341372,-0.0711929,-0.393672,-0.0496936,-0.0471158,0.0981886,0.0980888,0.188849
8.26,-0.0341214,-0.071219,-0.393725,-0.0496981,-0.0471158,0.0951206,0.0981053,0.188813
8.27999,-0.034081,-0.0712243,-0.393725,-0.0497409,-0.0471158,0.0915943,0.0981053,0.1888
8.3,-0.0340682,-0.071219,-0.39368,-0.0496981,-0.0471448,0.0875567,0.0981053,0.1888
8.32,-0.0340761,-0.0711812,-0.393677,-0.0497267,-0.047147,0.0862943,0.0979505,0.189166
8.34,-0.0340682,-0.0711812,-0.393677,-0.0497267,-0.047147,0.0862943,0.0978543,0.189166
8.36,-0.0340761,-0.0711812,-0.393667,-0.0497952,-0.0471147,0.0866957,0.0969096,0.189158
8.38,-0.0340825,-0.0711848,-0.393628,-0.0497952,-0.0471147,0.0871233,0.0963077,0.189133
8.4,-0.0341152,-0.0711848,-0.393627,-0.049739,-0.0471253,0.0872464,0.0948437,0.189133
8.42,-0.0340954,-0.0711885,-0.393622,-0.0496957,-0.0471307,0.0872495,0.0917402,0.189135
8.44,-0.0340954,-0.0711885,-0.393618,-0.0496957,-0.0471784,0.0873783,0.0860587,0.189135
8.4601,-0.0340919,-0.0711885,-0.393618,-0.0497545,-0.0471784,0.0873979,0.079335,0.189131
8.48001,-0.0340919,-0.0711947,-0.393618,-0.0497545,-0.0471836,0.0874511,0.0714426,0.189074
8.5,-0.0340923,-0.0712219,-0.393625,-0.0497749,-0.0472207,0.0874721,0.0624044,0.189074
8.52,-0.0341182,-0.0711947,-0.393637,-0.0497289,-0.0472927,0.0878263,0.0528083,0.189041
8.54002,-0.0341289,-0.0711849,-0.393654,-0.0497091,-0.0474862,0.0879651,0.0437171,0.189054
8.56,-0.0341355,-0.0711849,-0.39365,-0.0497091,-0.0477335,0.0879651,0.0369605,0.189054
8.58,-0.0341355,-0.0711747,-0.39365,-0.0497587,-0.0477335,0.0879526,0.0342782,0.189054
8.59999,-0.0340793,-0.0711758,-0.393647,-0.0497587,-0.0477219,0.0879359,0.0342408,0.189066
8.61999,-0.0340793,-0.0711758,-0.393628,-0.0497235,-0.0477219,0.0879189,0.0342451,0.189065
8.64,-0.034098,-0.0711758,-0.393647,-0.0497235,-0.0477628,0.0878719,0.0342408,0.189066
8.66,-0.034098,-0.071144,-0.393656,-0.0497344,-0.047776,0.0878719,0.0342451,0.189075
8.68,-0.0340859,-0.071144,-0.393661,-0.0497409,-0.0479315,0.0878719,0.0342991,0.189158
8.7,-0.0340786,-0.0711936,-0.393661,-0.0497574,-0.0479727,0.0878953,0.0343263,0.189163
8.72,-0.0340825,-0.0712061,-0.393663,-0.0497825,-0.0480292,0.0878483,0.0343497,0.189166
8.73999,-0.0340806,-0.0712079,-0.393651,-0.0497946,-0.0480292,0.0878476,0.0343932,0.189166
8.76,-0.0340806,-0.0712097,-0.393658,-0.0497946,-0.048043,0.0878425,0.0343932,0.189186
8.78,-0.0340768,-0.0712097,-0.393643,-0.0497946,-0.0480541,0.0878232,0.0344579,0.18916
8.79999,-0.0340761,-0.0711773,-0.393657,-0.0498785,-0.0480541,0.0878102,0.0345271,0.189186
8.82,-0.0340723,-0.0711739,-0.393654,-0.0498938,-0.0480243,0.0878102,0.0345769,0.189159
8.83999,-0.0340572,-0.0711543,-0.393654,-0.0500243,-0.0480243,0.0878102,0.0345397,0.189174
8.86,-0.034045,-0.0711543,-0.393654,-0.0502702,-0.0480243,0.087817,0.0345769,0.189174
8.87999,-0.0338624,-0.0711665,-0.393683,-0.0515195,-0.0480607,0.0878277,0.0345665,0.189184
8.9,-0.0337442,-0.0711699,-0.393683,-0.0518969,-0.0480914,0.0878277,0.0345961,0.189184
8.92,-0.0337442,-0.0711665,-0.393697,-0.0519048,-0.0480914,0.0878277,0.0345818,0.189192
8.94,-0.0337442,-0.0711152,-0.393752,-0.051982,-0.0481176,0.0878112,0.0346178,0.189147
8.96,-0.0337205,-0.0708308,-0.393809,-0.0521759,-0.0481494,0.087817,0.0346215,0.189205
8.97999,-0.0337147,-0.069832,-0.393887,-0.0521801,-0.0481595,0.0878112,0.0346719,0.18921
9,-0.0336616,-0.0677213,-0.393953,-0.0521801,-0.0481595,0.0878043,0.0346719,0.18921
9.01999,-0.0334251,-0.0642961,-0.393965,-0.0521786,-0.0481138,0.087794,0.0346217,0.18918
9.03999,-0.0333563,-0.0608316,-0.393965,-0.0521776,-0.0480997,0.0877934,0.0346217,0.18917
9.06,-0.0331662,-0.057909,-0.393983,-0.0521658,-0.0480997,0.0877934,0.0346559,0.18918
9.07999,-0.0330375,-0.0546321,-0.393983,-0.0521658,-0.0481481,0.0877328,0.0346559,0.18916
9.1,-0.0329768,-0.0536949,-0.393983,-0.0521677,-0.0481481,0.0877328,0.0346532,0.189188
9.11999,-0.0329073,-0.0536949,-0.393883,-0.0521677,-0.0481481,0.0877207,0.0346205,0.189192
9.13999,-0.0329021,-0.0537427,-0.39377,-0.0521014,-0.0481489,0.0877207,0.0346205,0.189197
9.16001,-0.0329021,-0.0538278,-0.393707,-0.0521014,-0.0481489,0.0877207,0.0346205,0.189197
9.18,-0.032942,-0.0538988,-0.393659,-0.0520606,-0.0481489,0.0876997,0.0346235,0.189158
9.2,-0.032942,-0.0538988,-0.393659,-0.0520606,-0.0481141,0.0876889,0.0346235,0.189158
9.21999,-0.0329553,-0.0539,-0.393661,-0.0520282,-0.048122,0.0876889,0.034614,0.189169
9.24,-0.032933,-0.0538695,-0.393661,-0.0520188,-0.048122,0.0877251,0.0345999,0.189179
9.26001,-0.0329523,-0.0538695,-0.393563,-0.0520073,-0.0481494,0.0877375,0.034595,0.189169
9.28002,-0.0329343,-0.0538695,-0.393552,-0.051996,-0.0481651,0.0877251,0.034595,0.189179
9.29999,-0.0329523,-0.0538525,-0.393552,-0.0519972,-0.0481651,0.0877199,0.0346063,0.189165
9.32002,-0.0329589,-0.0538993,-0.393552,-0.0519741,-0.0481583,0.0877199,0.0346185,0.189191
9.33999,-0.0329589,-0.0538993,-0.39337,-0.0519741,-0.0481552,0.0877163,0.0346063,0.189167
9.35999,-0.03285,-0.0541443,-0.392442,-0.0519426,-0.0481552,0.0877572,0.0346251,0.189196
9.37999,-0.0325202,-0.0541443,-0.388903,-0.051884,-0.048139,0.0877163,0.0346167,0.189224
9.4,-0.0322855,-0.0541345,-0.384553,-0.0518629,-0.0480944,0.0877191,0.0346167,0.189224
9.42001,-0.032022,-0.0541191,-0.379571,-0.0518431,-0.0480887,0.0877191,0.0346128,0.189165
9.44,-0.0318881,-0.0541191,-0.37592,-0.0518394,-0.0480887,0.0877191,0.0346128,0.189154
9.46001,-0.0317985,-0.0541344,-0.373259,-0.0518045,-0.048116,0.0877232,0.0346,0.189154
9.48,-0.0317655,-0.0541453,-0.373,-0.0517632,-0.048116,0.0877232,0.0346083,0.189173
9.5,-0.0317386,-0.0541483,-0.373,-0.0517632,-0.0481012,0.0877273,0.0346083,0.189189
9.52,-0.0317457,-0.0541483,-0.372992,-0.0517984,-0.0480896,0.0877327,0.0346247,0.189196
9.53999,-0.0317386,-0.0541472,-0.373004,-0.0517984,-0.0480967,0.0877291,0.0346247,0.189199
9.56,-0.0317451,-0.0541472,-0.373063,-0.0517514,-0.0480967,0.0877327,0.0346196,0.189199
9.58,-0.0317451,-0.0541884,-0.373063,-0.0517462,-0.0480967,0.0877291,0.0345912,0.189193
9.60001,-0.0317516,-0.054192,-0.37302,-0.0517445,-0.0480639,0.0877237,0.0345991,0.189182
9.62,-0.0317633,-0.0545666,-0.373013,-0.0516705,-0.0480378,0.0877107,0.0345979,0.189193
9.63999,-0.0317633,-0.0553629,-0.372892,-0.0516304,-0.0480378,0.0877107,0.0345979,0.189166
9.66,-0.031708,-0.0556825,-0.371686,-0.0516279,-0.0480496,0.0877107,0.0345979,0.189166
9.68,-0.0312882,-0.0556852,-0.368149,-0.051627,-0.0480496,0.0877151,0.0346007,0.189158
9.7,-0.0304494,-0.0557067,-0.362083,-0.051584,-0.0480496,0.0877151,0.0346007,0.189149
9.71999,-0.0299647,-0.055724,-0.355327,-0.051584,-0.0480563,0.0877185,0.0346155,0.189149
9.74,-0.0296259,-0.055724,-0.348216,-0.051528,-0.0481042,0.087727,0.0345961,0.189161
9.76,-0.0289965,-0.055712,-0.340387,-0.0513998,-0.0481042,0.0877294,0.0346155,0.18917
9.78,-0.0281984,-0.0556881,-0.333445,-0.0513998,-0.0480945,0.0877486,0.0346223,0.18917
9.80001,-0.0275769,-0.0556785,-0.326707,-0.0514302,-0.0480681,0.0877486,0.0346223,0.189173
9.81999,-0.0275665,-0.0556805,-0.324933,-0.0514931,-0.0480945,0.0877458,0.0345921,0.189173
9.84,-0.0275528,-0.0556657,-0.324933,-0.0515008,-0.0480969,0.0877118,0.0345921,0.189173
9.86,-0.027545,-0.0556468,-0.325077,-0.051602,-0.0480969,0.0877032,0.0346039,0.189188
9.88,-0.027545,-0.0555998,-0.325151,-0.0516047,-0.048087,0.0877032,0.034616,0.189188
9.89999,-0.027523,-0.0556025,-0.32517,-0.0516047,-0.048087,0.0876319,0.0346285,0.189212
9.92,-0.027523,-0.0556025,-0.32517,-0.0516078,-0.0480796,0.0876096,0.0346285,0.189169
9.94,-0.027554,-0.055631,-0.325164,-0.0516117,-0.0480766,0.0874815,0.0346344,0.189203
9.96,-0.0275698,-0.055631,-0.325164,-0.0516135,-0.0480766,0.0874553,0.0346344,0.189186
9.98,-0.0275728,-0.0556145,-0.325247,-0.0516245,-0.0480685,0.0871763,0.034648,0.189186
10,-0.0275753,-0.0556076,-0.325247,-0.0516245,-0.0480685,0.0869998,0.0346497,0.189186
10.02,-0.0275765,-0.0556076,-0.32524,-0.0516451,-0.0480146,0.0869998,0.0346701,0.189177
10.04,-0.0275765,-0.0556257,-0.325231,-0.0515873,-0.0480146,0.0869993,0.0346738,0.189189
10.06,-0.0275932,-0.0556257,-0.325214,-0.0515873,-0.0479981,0.0870106,0.0346738,0.18919
10.08,-0.0275493,-0.0556257,-0.3252,-0.0515681,-0.0479866,0.086968,0.0346819,0.18919
10.1,-0.0275492,-0.0556288,-0.325196,-0.0515609,-0.0479866,0.086968,0.0346819,0.189167
10.12,-0.0275492,-0.0556288,-0.3252,-0.0515609,-0.0479866,0.0869575,0.0346728,0.189167
10.14,-0.0275789,-0.0556283,-0.325225,-0.0515686,-0.0480112,0.0869575,0.0346494,0.189179
10.16,-0.0275891,-0.0556283,-0.325225,-0.0516503,-0.048003,0.0869575,0.0346728,0.189215
10.18,-0.0275789,-0.055647,-0.325225,-0.0516198,-0.048003,0.0869753,0.0346215,0.189215
10.2,-0.0275872,-0.055647,-0.325265,-0.0516198,-0.048003,0.0869659,0.0346667,0.189213
10.22,-0.0275683,-0.0556515,-0.325265,-0.0516198,-0.0480009,0.0869659,0.0346353,0.189213
10.24,-0.0275872,-0.0556082,-0.32523,-0.0516506,-0.0480127,0.0869659,0.0346525,0.189207
10.26,-0.0275778,-0.0556515,-0.32523,-0.0516506,-0.0480077,0.0869528,0.0346378,0.189198
10.28,-0.0275895,-0.0555999,-0.32523,-0.0515957,-0.0480127,0.086966,0.0346525,0.189193
10.3,-0.0276178,-0.0556365,-0.325244,-0.0515957,-0.0480077,0.086966,0.0346636,0.189193
10.32,-0.0276178,-0.0556145,-0.325254,-0.0515805,-0.047957,0.0869691,0.0346636,0.189193
10.34,-0.0275811,-0.0556145,-0.325255,-0.0515875,-0.047957,0.0869699,0.0346617,0.189177
10.36,-0.0275745,-0.0556145,-0.325254,-0.0515875,-0.047957,0.0869729,0.0346617,0.189177
